ICD9,CCS
'325  ',Other central nervous system disorders
'32702',Other central nervous system disorders
'32715',Other central nervous system disorders
'32730',Other central nervous system disorders
'32731',Other central nervous system disorders
'32732',Other central nervous system disorders
'32733',Other central nervous system disorders
'32734',Other central nervous system disorders
'32735',Other central nervous system disorders
'32736',Other central nervous system disorders
'32737',Other central nervous system disorders
'32739',Other central nervous system disorders
'32753',Other central nervous system disorders
'33183',Other central nervous system disorders
'3321 ',Other central nervous system disorders
'33720',Other central nervous system disorders
'33721',Other central nervous system disorders
'33722',Other central nervous system disorders
'33729',Other central nervous system disorders
'3380 ',Other central nervous system disorders
'3410 ',Other central nervous system disorders
'3411 ',Other central nervous system disorders
'3418 ',Other central nervous system disorders
'3419 ',Other central nervous system disorders
'34461',Other central nervous system disorders
'347  ',Other central nervous system disorders
'34700',Other central nervous system disorders
'34701',Other central nervous system disorders
'34710',Other central nervous system disorders
'34711',Other central nervous system disorders
'3480 ',Other central nervous system disorders
'3482 ',Other central nervous system disorders
'3483 ',Other central nervous system disorders
'34830',Other central nervous system disorders
'34831',Other central nervous system disorders
'34839',Other central nervous system disorders
'3484 ',Other central nervous system disorders
'3485 ',Other central nervous system disorders
'3488 ',Other central nervous system disorders
'34881',Other central nervous system disorders
'34882',Other central nervous system disorders
'34889',Other central nervous system disorders
'3489 ',Other central nervous system disorders
'3492 ',Other central nervous system disorders
'34981',Other central nervous system disorders
'34982',Other central nervous system disorders
'34989',Other central nervous system disorders
'3499 ',Other central nervous system disorders
'V1241',Other central nervous system disorders
'V5301',Other central nervous system disorders
'33811',Other nervous system symptoms and disorders
'33812',Other nervous system symptoms and disorders
'33818',Other nervous system symptoms and disorders
'33819',Other nervous system symptoms and disorders
'33821',Other nervous system symptoms and disorders
'33822',Other nervous system symptoms and disorders
'33828',Other nervous system symptoms and disorders
'33829',Other nervous system symptoms and disorders
'3383 ',Other nervous system symptoms and disorders
'3384 ',Other nervous system symptoms and disorders
'7810 ',Other nervous system symptoms and disorders
'7811 ',Other nervous system symptoms and disorders
'7812 ',Other nervous system symptoms and disorders
'7813 ',Other nervous system symptoms and disorders
'7817 ',Other nervous system symptoms and disorders
'7818 ',Other nervous system symptoms and disorders
'7820 ',Other nervous system symptoms and disorders
'7843 ',Other nervous system symptoms and disorders
'7845 ',Other nervous system symptoms and disorders
'78451',Other nervous system symptoms and disorders
'78452',Other nervous system symptoms and disorders
'78459',Other nervous system symptoms and disorders
'78460',Other nervous system symptoms and disorders
'78461',Other nervous system symptoms and disorders
'78469',Other nervous system symptoms and disorders
'7920 ',Other nervous system symptoms and disorders
'7930 ',Other nervous system symptoms and disorders
'79400',Other nervous system symptoms and disorders
'79401',Other nervous system symptoms and disorders
'79402',Other nervous system symptoms and disorders
'79409',Other nervous system symptoms and disorders
'79410',Other nervous system symptoms and disorders
'79411',Other nervous system symptoms and disorders
'79412',Other nervous system symptoms and disorders
'79413',Other nervous system symptoms and disorders
'79414',Other nervous system symptoms and disorders
'79415',Other nervous system symptoms and disorders
'79416',Other nervous system symptoms and disorders
'79417',Other nervous system symptoms and disorders
'79419',Other nervous system symptoms and disorders
'7961 ',Other nervous system symptoms and disorders
'79951',Other nervous system symptoms and disorders
'79952',Other nervous system symptoms and disorders
'79953',Other nervous system symptoms and disorders
'79954',Other nervous system symptoms and disorders
'79955',Other nervous system symptoms and disorders
'79959',Other nervous system symptoms and disorders
'V124 ',Other nervous system symptoms and disorders
'V1240',Other nervous system symptoms and disorders
'V1242',Other nervous system symptoms and disorders
'V1249',Other nervous system symptoms and disorders
'V415 ',Other nervous system symptoms and disorders
'V452 ',Other nervous system symptoms and disorders
'V484 ',Other nervous system symptoms and disorders
'V485 ',Other nervous system symptoms and disorders
'V493 ',Other nervous system symptoms and disorders
'V530 ',Other nervous system symptoms and disorders
'V5302',Other nervous system symptoms and disorders
'V5309',Other nervous system symptoms and disorders
'4011 ',Hypertension
'4019 ',Hypertension
'40200',Hypertension
'40201',Hypertension
'40210',Hypertension
'40211',Hypertension
'40290',Hypertension
'40291',Hypertension
'4030 ',Hypertension
'40300',Hypertension
'40301',Hypertension
'4031 ',Hypertension
'40310',Hypertension
'40311',Hypertension
'4039 ',Hypertension
'40390',Hypertension
'40391',Hypertension
'4040 ',Hypertension
'40400',Hypertension
'40401',Hypertension
'40402',Hypertension
'40403',Hypertension
'4041 ',Hypertension
'40410',Hypertension
'40411',Hypertension
'40412',Hypertension
'40413',Hypertension
'4049 ',Hypertension
'40490',Hypertension
'40491',Hypertension
'40492',Hypertension
'40493',Hypertension
'4010 ',Hypertension
'40501',Hypertension
'40509',Hypertension
'40511',Hypertension
'40519',Hypertension
'40591',Hypertension
'40599',Hypertension
'4372 ',Hypertension
'3940 ',Heart valve disorders [96.]
'3941 ',Heart valve disorders [96.]
'3942 ',Heart valve disorders [96.]
'3949 ',Heart valve disorders [96.]
'3950 ',Heart valve disorders [96.]
'3951 ',Heart valve disorders [96.]
'3952 ',Heart valve disorders [96.]
'3959 ',Heart valve disorders [96.]
'3960 ',Heart valve disorders [96.]
'3961 ',Heart valve disorders [96.]
'3962 ',Heart valve disorders [96.]
'3963 ',Heart valve disorders [96.]
'3968 ',Heart valve disorders [96.]
'3969 ',Heart valve disorders [96.]
'3970 ',Heart valve disorders [96.]
'3971 ',Heart valve disorders [96.]
'3979 ',Heart valve disorders [96.]
'4240 ',Heart valve disorders [96.]
'4241 ',Heart valve disorders [96.]
'4242 ',Heart valve disorders [96.]
'4243 ',Heart valve disorders [96.]
'42490',Heart valve disorders [96.]
'42491',Heart valve disorders [96.]
'42499',Heart valve disorders [96.]
'7852 ',Heart valve disorders [96.]
'7853 ',Heart valve disorders [96.]
'V422 ',Heart valve disorders [96.]
'V433 ',Heart valve disorders [96.]
'4250 ',Congestive heart failure
'4251 ',Congestive heart failure
'42511',Congestive heart failure
'42518',Congestive heart failure
'4252 ',Congestive heart failure
'4253 ',Congestive heart failure
'4254 ',Congestive heart failure
'4257 ',Congestive heart failure
'4258 ',Congestive heart failure
'4259 ',Congestive heart failure
'03282',Other peri-; endo-; and myocarditis
'03640',Other peri-; endo-; and myocarditis
'03641',Other peri-; endo-; and myocarditis
'03642',Other peri-; endo-; and myocarditis
'03643',Other peri-; endo-; and myocarditis
'07420',Other peri-; endo-; and myocarditis
'07421',Other peri-; endo-; and myocarditis
'07422',Other peri-; endo-; and myocarditis
'07423',Other peri-; endo-; and myocarditis
'11281',Other peri-; endo-; and myocarditis
'11503',Other peri-; endo-; and myocarditis
'11504',Other peri-; endo-; and myocarditis
'11513',Other peri-; endo-; and myocarditis
'11514',Other peri-; endo-; and myocarditis
'11593',Other peri-; endo-; and myocarditis
'11594',Other peri-; endo-; and myocarditis
'1303 ',Other peri-; endo-; and myocarditis
'3910 ',Other peri-; endo-; and myocarditis
'3911 ',Other peri-; endo-; and myocarditis
'3912 ',Other peri-; endo-; and myocarditis
'3918 ',Other peri-; endo-; and myocarditis
'3919 ',Other peri-; endo-; and myocarditis
'3920 ',Other peri-; endo-; and myocarditis
'393  ',Other peri-; endo-; and myocarditis
'3980 ',Other peri-; endo-; and myocarditis
'39890',Other peri-; endo-; and myocarditis
'39899',Other peri-; endo-; and myocarditis
'4200 ',Other peri-; endo-; and myocarditis
'42090',Other peri-; endo-; and myocarditis
'42091',Other peri-; endo-; and myocarditis
'42099',Other peri-; endo-; and myocarditis
'4210 ',Other peri-; endo-; and myocarditis
'4211 ',Other peri-; endo-; and myocarditis
'4219 ',Other peri-; endo-; and myocarditis
'4220 ',Other peri-; endo-; and myocarditis
'42290',Other peri-; endo-; and myocarditis
'42291',Other peri-; endo-; and myocarditis
'42292',Other peri-; endo-; and myocarditis
'42293',Other peri-; endo-; and myocarditis
'42299',Other peri-; endo-; and myocarditis
'4230 ',Other peri-; endo-; and myocarditis
'4231 ',Other peri-; endo-; and myocarditis
'4232 ',Other peri-; endo-; and myocarditis
'4233 ',Other peri-; endo-; and myocarditis
'4238 ',Other peri-; endo-; and myocarditis
'4239 ',Other peri-; endo-; and myocarditis
'4290 ',Other peri-; endo-; and myocarditis
'4100 ',STEMI Anterior
41000',STEMI Anterior
'41001',STEMI Anterior
'41002',STEMI Anterior
'4101 ',STEMI Anterior
'41010',STEMI Anterior
'41011',STEMI Anterior
'41012',STEMI Anterior
'4102 ',STEMI Inferior
'41020',STEMI Inferior
'41021',STEMI Inferior
'41022',STEMI Inferior
'4103 ',STEMI Inferior
'41030',STEMI Inferior
'41031',STEMI Inferior
'41032',STEMI Inferior
'4104 ',STEMI Inferior
'41040',STEMI Inferior
'41041',STEMI Inferior
'41042',STEMI Inferior
'4105 ',STEMI Lateral
'41050',STEMI Lateral
'41051',STEMI Lateral
'41052',STEMI Lateral
'4106 ',STEMI Posterior
'41060',STEMI Posterior
'41061',STEMI Posterior
'41062',STEMI Posterior
'4107 ',NSTEMI
'41070',NSTEMI
'41071',NSTEMI
'41072',NSTEMI
'4108 ',STEMI NOS
'41080',STEMI NOS
'41081',STEMI NOS
'41082',STEMI NOS
4109 ',STEMI NOS
'41090',STEMI NOS
'41091',STEMI NOS
'41092',STEMI NOS
'41406',Coronary atherosclerosis
'4130 ',Coronary atherosclerosis
'4131 ',Coronary atherosclerosis
'4139 ',Coronary atherosclerosis
'4111 ',Coronary atherosclerosis
'4110 ',Coronary atherosclerosis
'4118 ',Coronary atherosclerosis
'41181',Coronary atherosclerosis
'41189',Coronary atherosclerosis
'4140 ',Coronary atherosclerosis
'41400',Coronary atherosclerosis
'41401',Coronary atherosclerosis
'4142 ',Coronary atherosclerosis
'4143 ',Coronary atherosclerosis
'4144 ',Coronary atherosclerosis
'V4582',Coronary atherosclerosis
'412  ',Congestive heart failure
'4148 ',Congestive heart failure
'4149 ',Congestive heart failure
'V4581',Congestive heart failure
'78650',Nonspecific chest pain [102.]
'78651',Nonspecific chest pain [102.]
'78659',Nonspecific chest pain [102.]
'4150 ',Congestive heart failure
'4151 ',Congestive heart failure
'41512',Congestive heart failure
'41513',Congestive heart failure
'41519',Congestive heart failure
'4160 ',Congestive heart failure
